,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAMELSAD
286449,0302332121311323,171600,15716,13,156,37,"POLYGON ((-71.0321044921875 42.3950655156512, -71.026611328125 42.3950655156512, -71.026611328125 42.391008609205, -71.0321044921875 42.391008609205, -71.0321044921875 42.3950655156512))",25,025,00606939,25025,Suffolk County
288988,0302332121333220,163917,106729,8,21,10,"POLYGON ((-71.0595703125 42.3016903282445, -71.0540771484375 42.3016903282445, -71.0540771484375 42.2976273912846, -71.0595703125 42.2976273912846, -71.0595703125 42.3016903282445))",25,025,00606939,25025,Suffolk County
291798,0302332121321031,166353,41536,12,109,42,"POLYGON ((-71.1309814453125 42.3504251224346, -71.12548828125 42.3504251224346, -71.12548828125 42.3463653316019, -71.1309814453125 42.3463653316019, -71.1309814453125 42.3504251224346))",25,025,00606939,25025,Suffolk County
292292,0302332123111001,93998,9026,10,14,8,"POLYGON ((-71.0540771484375 42.2935641921701, -71.048583984375 42.2935641921701, -71.048583984375 42.2895007309046, -71.0540771484375 42.2895007309046, -71.0540771484375 42.2935641921701))",25,025,00606939,25025,Suffolk County
293023,0302332121333223,113812,22010,10,37,15,"POLYGON ((-71.0540771484375 42.2976273912846, -71.048583984375 42.2976273912846, -71.048583984375 42.2935641921701, -71.0540771484375 42.2935641921701, -71.0540771484375 42.2976273912846))",25,025,00606939,25025,Suffolk County
293605,0302332121313131,251900,128939,8,11,6,"POLYGON ((-71.0211181640625 42.382894009614, -71.015625 42.382894009614, -71.015625 42.378836316476, -71.0211181640625 42.378836316476, -71.0211181640625 42.382894009614))",25,025,00606939,25025,Suffolk County
299315,0302332121313302,174542,28764,17,167,42,"POLYGON ((-71.03759765625 42.370720143532, -71.0321044921875 42.370720143532, -71.0321044921875 42.3666616637327, -71.03759765625 42.3666616637327, -71.03759765625 42.370720143532))",25,025,00606939,25025,Suffolk County
302750,0302332123101010,177673,72114,12,85,22,"POLYGON ((-71.136474609375 42.2935641921701, -71.1309814453125 42.2935641921701, -71.1309814453125 42.2895007309046, -71.136474609375 42.2895007309046, -71.136474609375 42.2935641921701))",25,025,00606939,25025,Suffolk County
303836,0302332130200120,176552,97451,13,44,19,"POLYGON ((-70.99365234375 42.4153461142536, -70.9881591796875 42.4153461142536, -70.9881591796875 42.4112905190282, -70.99365234375 42.4112905190282, -70.99365234375 42.4153461142536))",25,025,00606939,25025,Suffolk County
304126,0302332121313210,157243,152436,7,72,22,"POLYGON ((-71.048583984375 42.3747783611142, -71.0430908203125 42.3747783611142, -71.0430908203125 42.370720143532, -71.048583984375 42.370720143532, -71.048583984375 42.3747783611142))",25,025,00606939,25025,Suffolk County
305231,0302332121330312,81540,26146,13,15,8,"POLYGON ((-71.070556640625 42.3382449633508, -71.0650634765625 42.3382449633508, -71.0650634765625 42.3341843859394, -71.070556640625 42.3341843859394, -71.070556640625 42.3382449633508))",25,025,00606939,25025,Suffolk County
306707,0302332121330111,146843,45024,14,129,64,"POLYGON ((-71.0650634765625 42.3585439174971, -71.0595703125 42.3585439174971, -71.0595703125 42.3544846510674, -71.0650634765625 42.3544846510674, -71.0650634765625 42.3585439174971))",25,025,00606939,25025,Suffolk County
306869,0302332123103121,94283,20322,11,20,6,"POLYGON ((-71.1199951171875 42.252917783302, -71.114501953125 42.252917783302, -71.114501953125 42.2488517007209, -71.1199951171875 42.2488517007209, -71.1199951171875 42.252917783302))",25,025,00606939,25025,Suffolk County
307367,0302332121311313,182065,35838,13,44,22,"POLYGON ((-71.0211181640625 42.403178541828, -71.015625 42.403178541828, -71.015625 42.39912215986, -71.0211181640625 42.39912215986, -71.0211181640625 42.403178541828))",25,025,00606939,25025,Suffolk County
309677,0302332123100130,142386,30730,10,18,9,"POLYGON ((-71.158447265625 42.2854370074915, -71.1529541015625 42.2854370074915, -71.1529541015625 42.2813730219345, -71.158447265625 42.2813730219345, -71.158447265625 42.2854370074915))",25,025,00606939,25025,Suffolk County
314712,0302332121323222,104937,64816,10,72,10,"POLYGON ((-71.1474609375 42.2976273912846, -71.1419677734375 42.2976273912846, -71.1419677734375 42.2935641921701, -71.1474609375 42.2935641921701, -71.1474609375 42.2976273912846))",25,025,00606939,25025,Suffolk County
315127,0302332121332302,153150,42076,11,21,10,"POLYGON ((-71.08154296875 42.3057530030464, -71.0760498046875 42.3057530030464, -71.0760498046875 42.3016903282445, -71.08154296875 42.3016903282445, -71.08154296875 42.3057530030464))",25,025,00606939,25025,Suffolk County
317339,0302332121312132,185825,31776,21,80,27,"POLYGON ((-71.070556640625 42.378836316476, -71.0650634765625 42.378836316476, -71.0650634765625 42.3747783611142, -71.070556640625 42.3747783611142, -71.070556640625 42.378836316476))",25,025,00606939,25025,Suffolk County
317497,0302332121320131,187300,23363,13,36,20,"POLYGON ((-71.1529541015625 42.3504251224346, -71.1474609375 42.3504251224346, -71.1474609375 42.3463653316019, -71.1529541015625 42.3463653316019, -71.1529541015625 42.3504251224346))",25,025,00606939,25025,Suffolk County
317765,0302332121332300,145408,66045,11,32,13,"POLYGON ((-71.08154296875 42.3098154156867, -71.0760498046875 42.3098154156867, -71.0760498046875 42.3057530030464, -71.08154296875 42.3057530030464, -71.08154296875 42.3098154156867))",25,025,00606939,25025,Suffolk County
321572,0302332130022223,217968,13841,17,58,24,"POLYGON ((-71.0101318359375 42.4275113263909, -71.004638671875 42.4275113263909, -71.004638671875 42.4234565179383, -71.0101318359375 42.4234565179383, -71.0101318359375 42.4275113263909))",25,025,00606939,25025,Suffolk County
323103,0302332121330120,96661,27177,8,381,179,"POLYGON ((-71.08154296875 42.3504251224346, -71.0760498046875 42.3504251224346, -71.0760498046875 42.3463653316019, -71.08154296875 42.3463653316019, -71.08154296875 42.3504251224346))",25,025,00606939,25025,Suffolk County
325561,0302332123103201,216605,62360,11,11,9,"POLYGON ((-71.1419677734375 42.244785356028, -71.136474609375 42.244785356028, -71.136474609375 42.2407187492267, -71.1419677734375 42.2407187492267, -71.1419677734375 42.244785356028))",25,025,00606939,25025,Suffolk County
327312,0302332121321310,155886,13744,12,184,35,"POLYGON ((-71.114501953125 42.3423052785728, -71.1090087890625 42.3423052785728, -71.1090087890625 42.3382449633508, -71.114501953125 42.3382449633508, -71.114501953125 42.3423052785728))",25,025,00606939,25025,Suffolk County
327405,0302332123110130,121777,33161,14,67,22,"POLYGON ((-71.070556640625 42.2854370074915, -71.0650634765625 42.2854370074915, -71.0650634765625 42.2813730219345, -71.070556640625 42.2813730219345, -71.070556640625 42.2854370074915))",25,025,00606939,25025,Suffolk County
328053,0302332121311120,218144,16289,16,70,20,"POLYGON ((-71.03759765625 42.4153461142536, -71.0321044921875 42.4153461142536, -71.0321044921875 42.4112905190282, -71.03759765625 42.4112905190282, -71.03759765625 42.4153461142536))",25,025,00606939,25025,Suffolk County
330878,0302332123100303,256208,70855,9,32,8,"POLYGON ((-71.1639404296875 42.2732442644027, -71.158447265625 42.2732442644027, -71.158447265625 42.2691794924351, -71.1639404296875 42.2691794924351, -71.1639404296875 42.2732442644027))",25,025,00606939,25025,Suffolk County
331914,0302332121312330,146280,44159,12,239,77,"POLYGON ((-71.070556640625 42.3666616637327, -71.0650634765625 42.3666616637327, -71.0650634765625 42.36260292172, -71.070556640625 42.36260292172, -71.070556640625 42.3666616637327))",25,025,00606939,25025,Suffolk County
332827,0302332121331230,143404,73822,11,189,42,"POLYGON ((-71.048583984375 42.3341843859394, -71.0430908203125 42.3341843859394, -71.0430908203125 42.330123546342, -71.048583984375 42.330123546342, -71.048583984375 42.3341843859394))",25,025,00606939,25025,Suffolk County
334679,0302332121331320,204069,56110,53,84,33,"POLYGON ((-71.03759765625 42.3341843859394, -71.0321044921875 42.3341843859394, -71.0321044921875 42.330123546342, -71.03759765625 42.330123546342, -71.03759765625 42.3341843859394))",25,025,00606939,25025,Suffolk County
335986,0302332121303231,211075,10468,12,6,5,"POLYGON ((-71.1309814453125 42.3666616637327, -71.12548828125 42.3666616637327, -71.12548828125 42.36260292172, -71.1309814453125 42.36260292172, -71.1309814453125 42.3666616637327))",25,025,00606939,25025,Suffolk County
342255,0302332130203202,245958,24265,12,28,12,"POLYGON ((-70.9716796875 42.370720143532, -70.9661865234375 42.370720143532, -70.9661865234375 42.3666616637327, -70.9716796875 42.3666616637327, -70.9716796875 42.370720143532))",25,025,00606939,25025,Suffolk County
342949,0302332121321200,178943,37387,12,287,59,"POLYGON ((-71.1474609375 42.3423052785728, -71.1419677734375 42.3423052785728, -71.1419677734375 42.3382449633508, -71.1474609375 42.3382449633508, -71.1474609375 42.3423052785728))",25,025,00606939,25025,Suffolk County
344516,0302332130202113,133891,13614,88,11,9,"POLYGON ((-70.9771728515625 42.3869514405248, -70.9716796875 42.3869514405248, -70.9716796875 42.382894009614, -70.9771728515625 42.382894009614, -70.9771728515625 42.3869514405248))",25,025,00606939,25025,Suffolk County
345983,0302332123110212,239570,101622,8,59,9,"POLYGON ((-71.092529296875 42.2732442644027, -71.0870361328125 42.2732442644027, -71.0870361328125 42.2691794924351, -71.092529296875 42.2691794924351, -71.092529296875 42.2732442644027))",25,025,00606939,25025,Suffolk County
350493,0302332123103301,192547,93311,8,15,6,"POLYGON ((-71.1199951171875 42.244785356028, -71.114501953125 42.244785356028, -71.114501953125 42.2407187492267, -71.1199951171875 42.2407187492267, -71.1199951171875 42.244785356028))",25,025,00606939,25025,Suffolk County
352548,0302332121332321,204304,90996,8,43,11,"POLYGON ((-71.0760498046875 42.3016903282445, -71.070556640625 42.3016903282445, -71.070556640625 42.2976273912846, -71.0760498046875 42.2976273912846, -71.0760498046875 42.3016903282445))",25,025,00606939,25025,Suffolk County
352969,0302332121322302,192556,77780,9,48,17,"POLYGON ((-71.16943359375 42.3057530030464, -71.1639404296875 42.3057530030464, -71.1639404296875 42.3016903282445, -71.16943359375 42.3016903282445, -71.16943359375 42.3057530030464))",25,025,00606939,25025,Suffolk County
354226,0302332121133311,120056,19301,14,20,12,"POLYGON ((-71.0211181640625 42.4396741781494, -71.015625 42.4396741781494, -71.015625 42.4356201564998, -71.0211181640625 42.4356201564998, -71.0211181640625 42.4396741781494))",25,025,00606939,25025,Suffolk County
357678,0302332123110021,211188,26019,12,32,13,"POLYGON ((-71.0980224609375 42.2854370074915, -71.092529296875 42.2854370074915, -71.092529296875 42.2813730219345, -71.0980224609375 42.2813730219345, -71.0980224609375 42.2854370074915))",25,025,00606939,25025,Suffolk County
358743,0302332121311320,163180,76245,13,135,40,"POLYGON ((-71.03759765625 42.39912215986, -71.0321044921875 42.39912215986, -71.0321044921875 42.3950655156512, -71.03759765625 42.3950655156512, -71.03759765625 42.39912215986))",25,025,00606939,25025,Suffolk County
359152,0302332121330023,152427,56937,18,292,84,"POLYGON ((-71.0980224609375 42.3463653316019, -71.092529296875 42.3463653316019, -71.092529296875 42.3423052785728, -71.0980224609375 42.3423052785728, -71.0980224609375 42.3463653316019))",25,025,00606939,25025,Suffolk County
359921,0302332123103200,98328,38990,9,18,5,"POLYGON ((-71.1474609375 42.244785356028, -71.1419677734375 42.244785356028, -71.1419677734375 42.2407187492267, -71.1474609375 42.2407187492267, -71.1474609375 42.244785356028))",25,025,00606939,25025,Suffolk County
363090,0302332121321201,118494,21362,20,125,34,"POLYGON ((-71.1419677734375 42.3423052785728, -71.136474609375 42.3423052785728, -71.136474609375 42.3382449633508, -71.1419677734375 42.3382449633508, -71.1419677734375 42.3423052785728))",25,025,00606939,25025,Suffolk County
363532,0302332121313022,140523,20046,13,128,34,"POLYGON ((-71.0595703125 42.378836316476, -71.0540771484375 42.378836316476, -71.0540771484375 42.3747783611142, -71.0595703125 42.3747783611142, -71.0595703125 42.378836316476))",25,025,00606939,25025,Suffolk County
363731,0302332121311322,156606,15777,12,210,39,"POLYGON ((-71.03759765625 42.3950655156512, -71.0321044921875 42.3950655156512, -71.0321044921875 42.391008609205, -71.03759765625 42.391008609205, -71.03759765625 42.3950655156512))",25,025,00606939,25025,Suffolk County
365729,0302332123111002,226614,134397,9,46,16,"POLYGON ((-71.0595703125 42.2895007309046, -71.0540771484375 42.2895007309046, -71.0540771484375 42.2854370074915, -71.0595703125 42.2854370074915, -71.0595703125 42.2895007309046))",25,025,00606939,25025,Suffolk County
372501,0302332130023200,169273,17052,12,39,13,"POLYGON ((-70.9716796875 42.4396741781494, -70.9661865234375 42.4396741781494, -70.9661865234375 42.4356201564998, -70.9716796875 42.4356201564998, -70.9716796875 42.4396741781494))",25,025,00606939,25025,Suffolk County
373254,0302332123101021,119201,92887,12,28,13,"POLYGON ((-71.1419677734375 42.2854370074915, -71.136474609375 42.2854370074915, -71.136474609375 42.2813730219345, -71.1419677734375 42.2813730219345, -71.1419677734375 42.2854370074915))",25,025,00606939,25025,Suffolk County
373553,0302332121320313,146917,50281,22,179,45,"POLYGON ((-71.1529541015625 42.3382449633508, -71.1474609375 42.3382449633508, -71.1474609375 42.3341843859394, -71.1529541015625 42.3341843859394, -71.1529541015625 42.3382449633508))",25,025,00606939,25025,Suffolk County
374147,0302332130202012,117983,47369,14,113,22,"POLYGON ((-71.004638671875 42.3869514405248, -70.9991455078125 42.3869514405248, -70.9991455078125 42.382894009614, -71.004638671875 42.382894009614, -71.004638671875 42.3869514405248))",25,025,00606939,25025,Suffolk County
377143,0302332121332232,133309,36866,13,16,9,"POLYGON ((-71.092529296875 42.2976273912846, -71.0870361328125 42.2976273912846, -71.0870361328125 42.2935641921701, -71.092529296875 42.2935641921701, -71.092529296875 42.2976273912846))",25,025,00606939,25025,Suffolk County
377556,0302332121321020,260218,10223,11,6,4,"POLYGON ((-71.1474609375 42.3504251224346, -71.1419677734375 42.3504251224346, -71.1419677734375 42.3463653316019, -71.1474609375 42.3463653316019, -71.1474609375 42.3504251224346))",25,025,00606939,25025,Suffolk County
383656,0302332121323323,163268,41736,11,88,21,"POLYGON ((-71.1199951171875 42.2976273912846, -71.114501953125 42.2976273912846, -71.114501953125 42.2935641921701, -71.1199951171875 42.2935641921701, -71.1199951171875 42.2976273912846))",25,025,00606939,25025,Suffolk County
385016,0302332121333221,190153,89624,11,38,14,"POLYGON ((-71.0540771484375 42.3016903282445, -71.048583984375 42.3016903282445, -71.048583984375 42.2976273912846, -71.0540771484375 42.2976273912846, -71.0540771484375 42.3016903282445))",25,025,00606939,25025,Suffolk County
390809,0302332121332003,108092,40826,12,17,11,"POLYGON ((-71.0980224609375 42.322001080603, -71.092529296875 42.322001080603, -71.092529296875 42.3179394544685, -71.0980224609375 42.3179394544685, -71.0980224609375 42.322001080603))",25,025,00606939,25025,Suffolk County
396157,0302332121331202,101787,31574,11,25,7,"POLYGON ((-71.0595703125 42.3382449633508, -71.0540771484375 42.3382449633508, -71.0540771484375 42.3341843859394, -71.0595703125 42.3341843859394, -71.0595703125 42.3382449633508))",25,025,00606939,25025,Suffolk County
397366,0302332121320320,119841,29124,16,13,4,"POLYGON ((-71.16943359375 42.3341843859394, -71.1639404296875 42.3341843859394, -71.1639404296875 42.330123546342, -71.16943359375 42.330123546342, -71.16943359375 42.3341843859394))",25,025,00606939,25025,Suffolk County
398043,0302332121323133,192488,68008,14,34,19,"POLYGON ((-71.1090087890625 42.3138775661619, -71.103515625 42.3138775661619, -71.103515625 42.3098154156867, -71.1090087890625 42.3098154156867, -71.1090087890625 42.3138775661619))",25,025,00606939,25025,Suffolk County
401754,0302332121303223,172865,15517,14,74,27,"POLYGON ((-71.1419677734375 42.36260292172, -71.136474609375 42.36260292172, -71.136474609375 42.3585439174971, -71.1419677734375 42.3585439174971, -71.1419677734375 42.36260292172))",25,025,00606939,25025,Suffolk County
408260,0302332130202112,166941,9214,12,64,16,"POLYGON ((-70.982666015625 42.3869514405248, -70.9771728515625 42.3869514405248, -70.9771728515625 42.382894009614, -70.982666015625 42.382894009614, -70.982666015625 42.3869514405248))",25,025,00606939,25025,Suffolk County
409642,0302332121321032,95195,22300,15,105,29,"POLYGON ((-71.136474609375 42.3463653316019, -71.1309814453125 42.3463653316019, -71.1309814453125 42.3423052785728, -71.136474609375 42.3423052785728, -71.136474609375 42.3463653316019))",25,025,00606939,25025,Suffolk County
409979,0302332121303222,169622,77157,11,80,33,"POLYGON ((-71.1474609375 42.36260292172, -71.1419677734375 42.36260292172, -71.1419677734375 42.3585439174971, -71.1474609375 42.3585439174971, -71.1474609375 42.36260292172))",25,025,00606939,25025,Suffolk County
414756,0302332121312303,157242,44533,13,155,79,"POLYGON ((-71.0760498046875 42.370720143532, -71.070556640625 42.370720143532, -71.070556640625 42.3666616637327, -71.0760498046875 42.3666616637327, -71.0760498046875 42.370720143532))",25,025,00606939,25025,Suffolk County
415821,0302332121321202,159678,16727,21,103,33,"POLYGON ((-71.1474609375 42.3382449633508, -71.1419677734375 42.3382449633508, -71.1419677734375 42.3341843859394, -71.1474609375 42.3341843859394, -71.1474609375 42.3382449633508))",25,025,00606939,25025,Suffolk County
418410,0302332121330030,188074,38761,13,239,81,"POLYGON ((-71.092529296875 42.3504251224346, -71.0870361328125 42.3504251224346, -71.0870361328125 42.3463653316019, -71.092529296875 42.3463653316019, -71.092529296875 42.3504251224346))",25,025,00606939,25025,Suffolk County
419279,0302332121311213,261160,88605,17,32,16,"POLYGON ((-71.0430908203125 42.403178541828, -71.03759765625 42.403178541828, -71.03759765625 42.39912215986, -71.0430908203125 42.39912215986, -71.0430908203125 42.403178541828))",25,025,00606939,25025,Suffolk County
419657,0302332130202300,186970,14825,14,92,22,"POLYGON ((-70.99365234375 42.3747783611142, -70.9881591796875 42.3747783611142, -70.9881591796875 42.370720143532, -70.99365234375 42.370720143532, -70.99365234375 42.3747783611142))",25,025,00606939,25025,Suffolk County
420881,0302332121331022,182505,56502,11,37,21,"POLYGON ((-71.0595703125 42.3463653316019, -71.0540771484375 42.3463653316019, -71.0540771484375 42.3423052785728, -71.0595703125 42.3423052785728, -71.0595703125 42.3463653316019))",25,025,00606939,25025,Suffolk County
422038,0302332121320013,193381,33982,13,54,27,"POLYGON ((-71.1749267578125 42.3544846510674, -71.16943359375 42.3544846510674, -71.16943359375 42.3504251224346, -71.1749267578125 42.3504251224346, -71.1749267578125 42.3544846510674))",25,025,00606939,25025,Suffolk County
429135,0302332121330123,163731,38880,13,402,119,"POLYGON ((-71.0760498046875 42.3463653316019, -71.070556640625 42.3463653316019, -71.070556640625 42.3423052785728, -71.0760498046875 42.3423052785728, -71.0760498046875 42.3463653316019))",25,025,00606939,25025,Suffolk County
429472,0302332123101020,77711,56430,8,38,14,"POLYGON ((-71.1474609375 42.2854370074915, -71.1419677734375 42.2854370074915, -71.1419677734375 42.2813730219345, -71.1474609375 42.2813730219345, -71.1474609375 42.2854370074915))",25,025,00606939,25025,Suffolk County
430824,0302332121330211,163224,29765,15,75,35,"POLYGON ((-71.0870361328125 42.3423052785728, -71.08154296875 42.3423052785728, -71.08154296875 42.3382449633508, -71.0870361328125 42.3382449633508, -71.0870361328125 42.3423052785728))",25,025,00606939,25025,Suffolk County
437619,0302332121323130,147533,65620,10,105,29,"POLYGON ((-71.114501953125 42.3179394544685, -71.1090087890625 42.3179394544685, -71.1090087890625 42.3138775661619, -71.114501953125 42.3138775661619, -71.114501953125 42.3179394544685))",25,025,00606939,25025,Suffolk County
439749,0302332121333002,154763,88437,10,198,42,"POLYGON ((-71.0595703125 42.322001080603, -71.0540771484375 42.322001080603, -71.0540771484375 42.3179394544685, -71.0595703125 42.3179394544685, -71.0595703125 42.322001080603))",25,025,00606939,25025,Suffolk County
440264,0302332121311321,186850,17818,12,201,32,"POLYGON ((-71.0321044921875 42.39912215986, -71.026611328125 42.39912215986, -71.026611328125 42.3950655156512, -71.0321044921875 42.3950655156512, -71.0321044921875 42.39912215986))",25,025,00606939,25025,Suffolk County
441168,0302332121320311,160357,66152,13,180,56,"POLYGON ((-71.1529541015625 42.3423052785728, -71.1474609375 42.3423052785728, -71.1474609375 42.3382449633508, -71.1529541015625 42.3382449633508, -71.1529541015625 42.3423052785728))",25,025,00606939,25025,Suffolk County
442222,0302332121332323,171251,42419,16,62,14,"POLYGON ((-71.0760498046875 42.2976273912846, -71.070556640625 42.2976273912846, -71.070556640625 42.2935641921701, -71.0760498046875 42.2935641921701, -71.0760498046875 42.2976273912846))",25,025,00606939,25025,Suffolk County
446221,0302332121311310,235247,23663,15,32,9,"POLYGON ((-71.026611328125 42.4072346615519, -71.0211181640625 42.4072346615519, -71.0211181640625 42.403178541828, -71.026611328125 42.403178541828, -71.026611328125 42.4072346615519))",25,025,00606939,25025,Suffolk County
453759,0302332121330300,147862,45091,12,334,118,"POLYGON ((-71.08154296875 42.3423052785728, -71.0760498046875 42.3423052785728, -71.0760498046875 42.3382449633508, -71.08154296875 42.3382449633508, -71.08154296875 42.3423052785728))",25,025,00606939,25025,Suffolk County
7666,0302332310020103,135871,9006,13,19,3,"POLYGON ((-70.9881591796875 41.9635747822252, -70.982666015625 41.9635747822252, -70.982666015625 41.9594900989246, -70.9881591796875 41.9594900989246, -70.9881591796875 41.9635747822252))",25,023,00606938,25023,Plymouth County
19492,0302332310100300,71621,6709,29,14,2,"POLYGON ((-70.81787109375 42.0166518355682, -70.8123779296875 42.0166518355682, -70.8123779296875 42.0125705565935, -70.81787109375 42.0125705565935, -70.81787109375 42.0166518355682))",25,023,00606938,25023,Plymouth County
23157,0302332132032300,184084,17331,15,6,2,"POLYGON ((-70.90576171875 42.1796881966596, -70.9002685546875 42.1796881966596, -70.9002685546875 42.1756173966168, -70.90576171875 42.1756173966168, -70.90576171875 42.1796881966596))",25,023,00606938,25023,Plymouth County
25891,0302332310003201,145537,4115,13,4,1,"POLYGON ((-70.9661865234375 41.9839942709356, -70.960693359375 41.9839942709356, -70.960693359375 41.9799108969123, -70.9661865234375 41.9799108969123, -70.9661865234375 41.9839942709356))",25,023,00606938,25023,Plymouth County
25955,0302332133222010,51640,48757,9,2,2,"POLYGON ((-70.653076171875 42.0656067540571, -70.6475830078125 42.0656067540571, -70.6475830078125 42.0615286181226, -70.653076171875 42.0615286181226, -70.653076171875 42.0656067540571))",25,023,00606938,25023,Plymouth County
27562,0302332132203132,21190,11187,23,4,1,"POLYGON ((-70.938720703125 42.1185986828156, -70.9332275390625 42.1185986828156, -70.9332275390625 42.1145239524643, -70.938720703125 42.1145239524643, -70.938720703125 42.1185986828156))",25,023,00606938,25023,Plymouth County
38192,0302332132210230,156251,142966,8,45,8,"POLYGON ((-70.916748046875 42.1389684045809, -70.9112548828125 42.1389684045809, -70.9112548828125 42.1348949842392, -70.916748046875 42.1348949842392, -70.916748046875 42.1389684045809))",25,023,00606938,25023,Plymouth County
40701,0302332311223200,75007,15523,11,3,2,"POLYGON ((-70.6201171875 41.7876970053906, -70.6146240234375 41.7876970053906, -70.6146240234375 41.7836010664808, -70.6201171875 41.7836010664808, -70.6201171875 41.7876970053906))",25,023,00606938,25023,Plymouth County
48839,0302332132213103,62747,10182,14,18,5,"POLYGON ((-70.8563232421875 42.1267473575313, -70.850830078125 42.1267473575313, -70.850830078125 42.1226731511726, -70.8563232421875 42.1226731511726, -70.8563232421875 42.1267473575313))",25,023,00606938,25023,Plymouth County
49273,0302332310220121,81450,82161,23,10,3,"POLYGON ((-70.9881591796875 41.8286420018605, -70.982666015625 41.8286420018605, -70.982666015625 41.8245486798551, -70.9881591796875 41.8245486798551, -70.9881591796875 41.8286420018605))",25,023,00606938,25023,Plymouth County
49745,0302332310110320,158754,128936,4,10,2,"POLYGON ((-70.72998046875 42.008489015724, -70.7244873046875 42.008489015724, -70.7244873046875 42.0044072129636, -70.72998046875 42.0044072129636, -70.72998046875 42.008489015724))",25,023,00606938,25023,Plymouth County
53612,0302332132202321,111555,14405,12,14,4,"POLYGON ((-70.9881591796875 42.1063737057932, -70.982666015625 42.1063737057932, -70.982666015625 42.1022981894812, -70.9881591796875 42.1022981894812, -70.9881591796875 42.1063737057932))",25,023,00606938,25023,Plymouth County
57171,0302332123331200,30938,7217,14,7,3,"POLYGON ((-71.0595703125 42.0819166783063, -71.0540771484375 42.0819166783063, -71.0540771484375 42.077839590175, -71.0595703125 42.077839590175, -71.0595703125 42.0819166783063))",25,023,00606938,25023,Plymouth County
62218,0302332132212201,150486,6006,14,7,1,"POLYGON ((-70.9222412109375 42.1145239524643, -70.916748046875 42.1145239524643, -70.916748046875 42.1104489601222, -70.9222412109375 42.1104489601222, -70.9222412109375 42.1145239524643))",25,023,00606938,25023,Plymouth County
71308,0302332310220110,301159,37589,13,20,2,"POLYGON ((-70.982666015625 41.8368278607271, -70.9771728515625 41.8368278607271, -70.9771728515625 41.8327350621526, -70.982666015625 41.8327350621526, -70.982666015625 41.8368278607271))",25,023,00606938,25023,Plymouth County
74216,0302332132321210,160456,44476,8,10,4,"POLYGON ((-70.784912109375 42.0819166783063, -70.7794189453125 42.0819166783063, -70.7794189453125 42.077839590175, -70.784912109375 42.077839590175, -70.784912109375 42.0819166783063))",25,023,00606938,25023,Plymouth County
76701,0302332132203100,247052,105460,18,25,7,"POLYGON ((-70.94970703125 42.1308213018881, -70.9442138671875 42.1308213018881, -70.9442138671875 42.1267473575313, -70.94970703125 42.1267473575313, -70.94970703125 42.1308213018881))",25,023,00606938,25023,Plymouth County
86830,0302332132313021,268392,82953,11,121,6,"POLYGON ((-70.7025146484375 42.1226731511726, -70.697021484375 42.1226731511726, -70.697021484375 42.1185986828156, -70.7025146484375 42.1185986828156, -70.7025146484375 42.1226731511726))",25,023,00606938,25023,Plymouth County
87043,0302332310122132,218070,33532,15,18,1,"POLYGON ((-70.806884765625 41.9227161667392, -70.8013916015625 41.9227161667392, -70.8013916015625 41.918628865183, -70.806884765625 41.918628865183, -70.806884765625 41.9227161667392))",25,023,00606938,25023,Plymouth County
89910,0302332310002112,155915,8196,15,64,8,"POLYGON ((-70.982666015625 41.9962428217858, -70.9771728515625 41.9962428217858, -70.9771728515625 41.9921602333763, -70.982666015625 41.9921602333763, -70.982666015625 41.9962428217858))",25,023,00606938,25023,Plymouth County
96083,0302332310101300,257227,11279,12,8,2,"POLYGON ((-70.77392578125 42.0166518355682, -70.7684326171875 42.0166518355682, -70.7684326171875 42.0125705565935, -70.77392578125 42.0125705565935, -70.77392578125 42.0166518355682))",25,023,00606938,25023,Plymouth County
96959,0302332132122000,168166,99372,12,3,2,"POLYGON ((-70.83984375 42.1959687762918, -70.8343505859375 42.1959687762918, -70.8343505859375 42.1918990244719, -70.83984375 42.1918990244719, -70.83984375 42.1959687762918))",25,023,00606938,25023,Plymouth County
97656,0302332132231020,110181,175380,6,1,1,"POLYGON ((-70.8837890625 42.090070068684, -70.8782958984375 42.090070068684, -70.8782958984375 42.0859935044772, -70.8837890625 42.0859935044772, -70.8837890625 42.090070068684))",25,023,00606938,25023,Plymouth County
102098,0302332310032332,73968,6592,15,2,2,"POLYGON ((-70.894775390625 41.9063653897096, -70.8892822265625 41.9063653897096, -70.8892822265625 41.9022770409637, -70.894775390625 41.9022770409637, -70.894775390625 41.9063653897096))",25,023,00606938,25023,Plymouth County
105765,0302332310001301,118153,16915,15,52,7,"POLYGON ((-70.9442138671875 42.0166518355682, -70.938720703125 42.0166518355682, -70.938720703125 42.0125705565935, -70.9442138671875 42.0125705565935, -70.9442138671875 42.0166518355682))",25,023,00606938,25023,Plymouth County
111885,0302332310013002,227134,5913,11,7,2,"POLYGON ((-70.8837890625 41.9962428217858, -70.8782958984375 41.9962428217858, -70.8782958984375 41.9921602333763, -70.8837890625 41.9921602333763, -70.8837890625 41.9962428217858))",25,023,00606938,25023,Plymouth County
