City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Johnson/ Weld,Stein/ Baraka,Mcmullin/ Johnson,Kotlikoff/ Leamer,Feegbeh/ O'Brien,Moorehead/ Lilly,Schoenke/ Mitchel,All Others,No Preference,Blanks,Total Votes Cast,,
Boston,3,7,2451.00,223.00,83.00,17.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,21.00,2836.00,,
Boston,3,8,2941.00,433.00,115.00,35.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,34.00,3621.00,,
Boston,4,1,1283.00,121.00,51.00,15.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,9.00,1502.00,,
Boston,4,2,1731.00,324.00,76.00,24.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,32.00,2228.00,,
Boston,4,3,858.00,73.00,48.00,10.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,7.00,1023.00,,
Boston,4,4,1214.00,82.00,48.00,9.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,15.00,1386.00,,
Boston,4,5,901.00,114.00,35.00,17.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,8.00,1095.00,,
Boston,4,6,741.00,98.00,37.00,10.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,7.00,911.00,,
Boston,4,7,819.00,76.00,22.00,20.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,6.00,959.00,,
Boston,4,8,795.00,113.00,29.00,26.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,4.00,978.00,,
Boston,4,9,689.00,24.00,22.00,22.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,5.00,770.00,,
Boston,4,10,390.00,45.00,10.00,7.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,4.00,465.00,,
Boston,5,1,2512.00,301.00,89.00,37.00,2.00,0.00,0.00,0.00,0.00,58.00,0.00,57.00,3056.00,,
Boston,5,2,882.00,77.00,26.00,20.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,13.00,1029.00,,
Boston,5,2A,507.00,76.00,27.00,8.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,6.00,638.00,,
Boston,5,3,1077.00,191.00,59.00,9.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,15.00,1395.00,,
Boston,5,4,1371.00,174.00,75.00,7.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,9.00,1684.00,,
Boston,5,5,449.00,87.00,23.00,4.00,3.00,0.00,0.00,0.00,0.00,13.00,0.00,14.00,593.00,,
Boston,5,6,1020.00,227.00,53.00,14.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,20.00,1380.00,,
Boston,5,7,1296.00,268.00,76.00,27.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,15.00,1722.00,,
Boston,5,8,1136.00,209.00,71.00,17.00,2.00,0.00,0.00,0.00,0.00,38.00,0.00,21.00,1494.00,,
Boston,5,9,1572.00,243.00,94.00,21.00,5.00,0.00,0.00,0.00,0.00,48.00,0.00,28.00,2011.00,,
Boston,5,10,1025.00,175.00,30.00,21.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,14.00,1300.00,,
Boston,5,11,723.00,120.00,33.00,8.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,10.00,911.00,,
Boston,6,1,2669.00,668.00,131.00,21.00,1.00,0.00,0.00,0.00,0.00,66.00,0.00,37.00,3593.00,,
Boston,6,2,706.00,203.00,40.00,9.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,9.00,989.00,,
Boston,6,3,950.00,330.00,63.00,8.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,14.00,1400.00,,
Boston,6,4,880.00,358.00,70.00,17.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,25.00,1385.00,,
Boston,6,5,805.00,360.00,59.00,16.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,16.00,1296.00,,
Boston,6,6,683.00,367.00,57.00,12.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,23.00,1175.00,,
Boston,6,7,742.00,411.00,66.00,7.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,25.00,1277.00,,
Boston,6,8,693.00,370.00,64.00,8.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,18.00,1181.00,,
Boston,6,9,588.00,439.00,43.00,5.00,4.00,0.00,0.00,0.00,0.00,18.00,0.00,18.00,1115.00,,
Boston,7,1,605.00,367.00,42.00,8.00,2.00,0.00,0.00,0.00,0.00,25.00,0.00,16.00,1065.00,,
Boston,7,2,799.00,429.00,64.00,13.00,5.00,0.00,0.00,0.00,0.00,26.00,0.00,16.00,1352.00,,
Boston,7,3,886.00,475.00,69.00,8.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,21.00,1496.00,,
Boston,7,4,826.00,333.00,50.00,16.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,14.00,1261.00,,
Boston,7,5,749.00,231.00,56.00,16.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,11.00,1081.00,,
Boston,7,6,696.00,202.00,21.00,8.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,11.00,959.00,,
Boston,7,7,580.00,98.00,7.00,12.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,4.00,712.00,,
Boston,7,8,632.00,167.00,29.00,13.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,8.00,863.00,,
Boston,7,9,618.00,187.00,25.00,15.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,10.00,873.00,,
Boston,7,10,835.00,48.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,2.00,916.00,,
Boston,8,1,706.00,57.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.00,791.00,,
Boston,8,2,1396.00,136.00,23.00,23.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,12.00,1612.00,,
Boston,8,3,724.00,26.00,11.00,8.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,781.00,,
Boston,8,4,404.00,9.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,4.00,427.00,,
Boston,8,5,760.00,35.00,6.00,10.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,821.00,,
Boston,8,6,271.00,27.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,314.00,,
Boston,8,7,541.00,27.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,7.00,588.00,,
Boston,9,1,1158.00,97.00,24.00,14.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,14.00,1319.00,,
Boston,9,2,1129.00,94.00,33.00,15.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,12.00,1309.00,,
Boston,9,3,1914.00,69.00,29.00,17.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,15.00,2059.00,,
Boston,9,4,1177.00,57.00,18.00,15.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,10.00,1283.00,,
Boston,9,5,1330.00,34.00,11.00,17.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,10.00,1415.00,,
Boston,10,1,616.00,37.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,6.00,682.00,,
Boston,10,2,557.00,55.00,12.00,14.00,6.00,0.00,0.00,0.00,0.00,13.00,0.00,4.00,661.00,,
Boston,10,3,553.00,58.00,19.00,14.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,11.00,663.00,,
Boston,10,4,977.00,154.00,21.00,19.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,10.00,1190.00,,
Boston,10,5,678.00,77.00,31.00,37.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,7.00,857.00,,
Boston,10,6,761.00,44.00,22.00,23.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,4.00,870.00,,
Boston,10,7,1082.00,34.00,11.00,14.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,7.00,1156.00,,
Boston,10,8,1021.00,67.00,30.00,28.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,10.00,1168.00,,
Boston,10,9,1432.00,78.00,32.00,42.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,12.00,1617.00,,
Boston,11,1,560.00,19.00,12.00,19.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,11.00,627.00,,
Boston,11,2,1000.00,25.00,14.00,17.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,7.00,1073.00,,
Boston,11,3,768.00,27.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,8.00,820.00,,
Boston,11,4,1247.00,49.00,22.00,31.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,9.00,1375.00,,
Boston,11,5,1000.00,48.00,12.00,23.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,7.00,1099.00,,
Boston,11,6,845.00,43.00,16.00,38.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,960.00,,
Boston,11,7,1113.00,49.00,14.00,33.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,9.00,1229.00,,
Boston,11,8,1123.00,58.00,19.00,30.00,6.00,0.00,0.00,0.00,0.00,8.00,0.00,5.00,1249.00,,
Boston,11,9,762.00,45.00,11.00,16.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,19.00,865.00,,
Boston,11,10,956.00,27.00,15.00,31.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,8.00,1047.00,,
Boston,12,1,1049.00,37.00,9.00,26.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,6.00,1141.00,,
Boston,12,2,1126.00,26.00,10.00,16.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,22.00,1211.00,,
Boston,12,3,599.00,18.00,7.00,18.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,10.00,659.00,,
Boston,12,4,658.00,29.00,7.00,17.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,6.00,721.00,,
Boston,12,5,470.00,10.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,489.00,,
Boston,12,6,544.00,22.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,7.00,587.00,,
Boston,12,7,1491.00,42.00,8.00,18.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,15.00,1581.00,,
Boston,12,8,457.00,16.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,491.00,,
Boston,12,9,620.00,20.00,3.00,15.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,664.00,,
Boston,13,1,876.00,33.00,7.00,11.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,8.00,942.00,,
Boston,13,2,329.00,12.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,6.00,356.00,,
Boston,13,3,679.00,69.00,24.00,15.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,8.00,813.00,,
Boston,13,4,610.00,26.00,2.00,13.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,658.00,,
Boston,13,5,611.00,39.00,7.00,12.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,7.00,686.00,,
Boston,13,6,801.00,75.00,18.00,8.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,3.00,921.00,,
Boston,13,7,758.00,182.00,36.00,30.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,10.00,1027.00,,
Boston,13,8,681.00,143.00,25.00,12.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,18.00,888.00,,
Boston,13,9,799.00,103.00,25.00,13.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,4.00,962.00,,
Boston,13,10,913.00,303.00,39.00,34.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,22.00,1333.00,,
Boston,14,1,1377.00,50.00,6.00,19.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,21.00,1482.00,,
Boston,14,2,1517.00,41.00,12.00,16.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,16.00,1613.00,,
Boston,14,3,762.00,9.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,788.00,,
Boston,14,4,850.00,30.00,7.00,14.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,5.00,913.00,,
Boston,14,5,642.00,12.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,669.00,,
Boston,14,6,674.00,24.00,6.00,7.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,6.00,725.00,,
Boston,14,7,696.00,19.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,7.00,737.00,,
Boston,14,8,759.00,20.00,2.00,13.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,9.00,807.00,,
Boston,14,9,775.00,22.00,7.00,9.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,6.00,826.00,,
Boston,14,10,805.00,13.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,5.00,837.00,,
Boston,14,11,686.00,30.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,738.00,,
Boston,14,12,484.00,11.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,506.00,,
Boston,14,13,664.00,16.00,6.00,11.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,9.00,709.00,,
Boston,14,14,757.00,16.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,10.00,798.00,,
Boston,15,1,887.00,31.00,6.00,7.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,14.00,948.00,,
Boston,15,2,612.00,8.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,7.00,643.00,,
Boston,15,3,395.00,16.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,423.00,,
Boston,15,4,1069.00,90.00,14.00,21.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,10.00,1217.00,,
Boston,15,5,781.00,29.00,6.00,12.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,3.00,842.00,,
Boston,15,6,373.00,101.00,11.00,4.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,6.00,502.00,,
Boston,15,7,638.00,22.00,6.00,14.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,10.00,694.00,,
Boston,15,8,490.00,77.00,8.00,11.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,7.00,604.00,,
Boston,15,9,616.00,81.00,11.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,14.00,734.00,,
Boston,16,1,569.00,102.00,10.00,8.00,1.00,0.00,0.00,0.00,0.00,6.00,0.00,9.00,705.00,,
Boston,16,2,457.00,157.00,19.00,6.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,5.00,651.00,,
Boston,16,3,869.00,106.00,14.00,10.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,12.00,1024.00,,
Boston,16,4,696.00,111.00,19.00,19.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,10.00,860.00,,
Boston,16,5,779.00,175.00,23.00,12.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,17.00,1015.00,,
Boston,16,6,995.00,167.00,24.00,28.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,12.00,1235.00,,
Boston,16,7,589.00,305.00,34.00,13.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,12.00,971.00,,
Boston,16,8,748.00,241.00,36.00,25.00,1.00,0.00,0.00,1.00,0.00,27.00,0.00,17.00,1096.00,,
Boston,16,9,582.00,466.00,35.00,11.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,24.00,1134.00,,
Boston,16,10,576.00,331.00,22.00,13.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,12.00,964.00,,
Boston,16,11,749.00,291.00,34.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,13.00,1127.00,,
Boston,16,12,456.00,442.00,43.00,6.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,23.00,982.00,,
Boston,17,1,726.00,30.00,3.00,11.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,6.00,781.00,,
Boston,17,2,499.00,33.00,10.00,12.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,564.00,,
Boston,17,3,1143.00,50.00,11.00,13.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,1242.00,,
Boston,17,4,1169.00,112.00,16.00,17.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,13.00,1339.00,,
Boston,17,5,509.00,15.00,6.00,15.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,553.00,,
Boston,17,6,821.00,44.00,18.00,14.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,6.00,908.00,,
Boston,17,7,448.00,15.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,9.00,482.00,,
Boston,17,8,730.00,32.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,7.00,783.00,,
Boston,17,9,634.00,39.00,8.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,699.00,,
Boston,17,10,1006.00,36.00,11.00,7.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,9.00,1074.00,,
Boston,17,11,389.00,14.00,7.00,6.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,424.00,,
Boston,17,12,612.00,39.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,5.00,678.00,,
Boston,17,13,752.00,143.00,12.00,18.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,15.00,961.00,,
Boston,17,14,835.00,106.00,16.00,9.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,7.00,983.00,,
Boston,18,1,1347.00,49.00,13.00,11.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,3.00,1434.00,,
Boston,18,2,961.00,18.00,5.00,9.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,5.00,1011.00,,
Boston,18,3,1096.00,18.00,7.00,11.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,10.00,1148.00,,
Boston,18,4,1075.00,34.00,6.00,10.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,7.00,1140.00,,
Boston,18,5,969.00,39.00,7.00,12.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,8.00,1038.00,,
Boston,18,6,1343.00,49.00,6.00,12.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,10.00,1426.00,,
Boston,18,7,932.00,107.00,10.00,10.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00,9.00,1076.00,,
Boston,18,8,1646.00,147.00,23.00,21.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,11.00,1858.00,,
Boston,18,9,923.00,164.00,11.00,14.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,18.00,1143.00,,
Boston,18,10,1321.00,201.00,38.00,24.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,19.00,1625.00,,
Boston,18,11,851.00,87.00,14.00,12.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,7.00,981.00,,
Boston,18,12,926.00,187.00,19.00,15.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,8.00,1162.00,,
Boston,18,13,574.00,59.00,10.00,14.00,1.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,670.00,,
Boston,18,14,616.00,67.00,6.00,12.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,711.00,,
Boston,18,15,919.00,67.00,10.00,9.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,8.00,1025.00,,
Boston,18,16,836.00,346.00,30.00,22.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,20.00,1277.00,,
Boston,18,17,935.00,171.00,27.00,20.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,14.00,1175.00,,
Boston,18,18,1120.00,205.00,29.00,13.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,14.00,1391.00,,
Boston,18,19,1463.00,260.00,31.00,37.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,19.00,1831.00,,
Boston,18,20,1023.00,430.00,37.00,11.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,20.00,1547.00,,
Boston,18,21,1223.00,38.00,7.00,12.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,12.00,1308.00,,
Boston,18,22,926.00,325.00,24.00,20.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,19.00,1335.00,,
Boston,18,23,900.00,69.00,13.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,10.00,999.00,,
Boston,19,1,1008.00,29.00,26.00,28.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,4.00,1104.00,,
Boston,19,2,967.00,236.00,31.00,21.00,3.00,0.00,0.00,0.00,0.00,41.00,0.00,17.00,1316.00,,
Boston,19,3,772.00,62.00,20.00,22.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,8.00,898.00,,
Boston,19,4,1179.00,42.00,17.00,23.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,7.00,1281.00,,
Boston,19,5,912.00,68.00,16.00,22.00,2.00,0.00,0.00,0.00,0.00,13.00,0.00,8.00,1041.00,,
Boston,19,6,1354.00,52.00,20.00,43.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,10.00,1501.00,,
Boston,19,7,1174.00,81.00,22.00,32.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,6.00,1339.00,,
Boston,19,8,647.00,34.00,15.00,17.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,721.00,,
Boston,19,9,638.00,45.00,13.00,14.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,740.00,,
Boston,19,10,1091.00,142.00,32.00,24.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,13.00,1312.00,,
Boston,19,11,1051.00,56.00,12.00,21.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,1152.00,,
Boston,19,12,807.00,106.00,7.00,13.00,3.00,0.00,0.00,0.00,0.00,9.00,0.00,8.00,953.00,,
Boston,19,13,737.00,83.00,9.00,12.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00,9.00,858.00,,
Boston,20,1,895.00,231.00,32.00,19.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,9.00,1203.00,,
Boston,20,2,967.00,171.00,30.00,26.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,9.00,1219.00,,
Boston,20,3,787.00,339.00,30.00,23.00,4.00,0.00,0.00,0.00,0.00,19.00,0.00,18.00,1220.00,,
Boston,20,4,862.00,105.00,25.00,22.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,5.00,1037.00,,
Boston,20,5,757.00,381.00,29.00,15.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,19.00,1231.00,,
Boston,20,6,927.00,358.00,40.00,16.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,20.00,1383.00,,
Boston,20,7,590.00,207.00,23.00,14.00,2.00,0.00,0.00,0.00,0.00,9.00,0.00,16.00,861.00,,
Boston,20,8,704.00,183.00,26.00,10.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,15.00,952.00,,
Boston,20,9,778.00,211.00,22.00,8.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,10.00,1047.00,,
Boston,20,10,955.00,474.00,35.00,15.00,1.00,0.00,0.00,0.00,0.00,34.00,0.00,31.00,1545.00,,
Boston,20,11,470.00,165.00,16.00,7.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,7.00,672.00,,
Boston,20,12,549.00,263.00,38.00,15.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,12.00,901.00,,
Boston,20,13,508.00,229.00,23.00,6.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,15.00,802.00,,
Boston,20,14,459.00,245.00,33.00,9.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,16.00,777.00,,
Boston,20,15,878.00,462.00,47.00,16.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,22.00,1432.00,,
Boston,20,16,845.00,510.00,59.00,15.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,27.00,1486.00,,
Boston,20,17,1030.00,488.00,60.00,18.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,20.00,1642.00,,
Boston,20,18,550.00,174.00,17.00,14.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,14.00,778.00,,
Boston,20,19,527.00,246.00,26.00,7.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,23.00,846.00,,
Boston,20,20,964.00,363.00,39.00,15.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,9.00,1410.00,,
Boston,21,1,983.00,89.00,42.00,18.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,5.00,1159.00,,
Boston,21,2,472.00,41.00,17.00,9.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,6.00,554.00,,
Boston,21,3,689.00,80.00,23.00,21.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,2.00,831.00,,
Boston,21,4,577.00,44.00,26.00,30.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,1.00,689.00,,
Boston,21,5,936.00,78.00,33.00,25.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,4.00,1103.00,,
Boston,21,6,657.00,93.00,18.00,23.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,5.00,811.00,,
Boston,21,7,875.00,72.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,7.00,1018.00,,
Boston,21,8,1001.00,80.00,40.00,36.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,12.00,1186.00,,
Boston,21,9,987.00,104.00,40.00,22.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,6.00,1174.00,,
Boston,21,10,861.00,131.00,27.00,15.00,3.00,0.00,0.00,0.00,0.00,7.00,0.00,11.00,1055.00,,
Boston,21,11,988.00,112.00,48.00,23.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,9.00,1202.00,,
Boston,21,12,904.00,192.00,46.00,23.00,1.00,0.00,0.00,0.00,0.00,12.00,0.00,19.00,1197.00,,
Boston,21,13,854.00,303.00,52.00,17.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,7.00,1262.00,,
Boston,21,14,654.00,61.00,28.00,17.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,8.00,780.00,,
Boston,21,15,791.00,81.00,22.00,17.00,2.00,0.00,0.00,0.00,0.00,11.00,0.00,4.00,928.00,,
Boston,21,16,846.00,165.00,49.00,27.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,18.00,1129.00,,
Boston,22,1,1130.00,121.00,50.00,43.00,7.00,0.00,0.00,0.00,0.00,39.00,0.00,7.00,1397.00,,
Boston,22,2,1249.00,169.00,37.00,45.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,12.00,1544.00,,
Boston,22,3,1063.00,214.00,41.00,32.00,7.00,0.00,0.00,0.00,0.00,33.00,0.00,13.00,1403.00,,
Boston,22,4,701.00,128.00,44.00,17.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,11.00,921.00,,
Boston,22,5,598.00,123.00,28.00,18.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,13.00,790.00,,
Boston,22,6,606.00,106.00,31.00,25.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,7.00,793.00,,
