City/Town,Ward,Pct,Republican,Democratic,Falchuk/ Jennings,Lively/ Saunders,Mccormick/ Post,All Others,Blanks,Total Votes Cast
Lawrence,E,1,429.00,465.00,19.00,9.00,7.00,1.00,11.00,941.00
Lawrence,E,2,436.00,439.00,16.00,8.00,7.00,3.00,15.00,924.00
Lawrence,E,3,157.00,378.00,8.00,6.00,4.00,1.00,16.00,570.00
Lawrence,E,4,147.00,422.00,12.00,7.00,4.00,0.00,29.00,621.00
Lawrence,F,1,363.00,370.00,16.00,6.00,6.00,1.00,12.00,774.00
Lawrence,F,2,106.00,321.00,10.00,1.00,7.00,2.00,23.00,470.00
Lawrence,F,3,100.00,335.00,11.00,4.00,7.00,1.00,17.00,475.00
Lawrence,F,4,156.00,389.00,9.00,1.00,7.00,0.00,22.00,584.00
Lee,-,1,538.00,1123.00,38.00,57.00,19.00,0.00,52.00,1827.00
Leicester,-,1,684.00,339.00,26.00,21.00,15.00,0.00,19.00,1104.00
Leicester,-,2,525.00,344.00,34.00,11.00,11.00,1.00,17.00,943.00
Leicester,-,3,623.00,309.00,31.00,10.00,15.00,0.00,24.00,1012.00
Leicester,-,4,620.00,356.00,44.00,12.00,14.00,1.00,16.00,1063.00
Lenox,-,1,593.00,1344.00,41.00,30.00,15.00,3.00,23.00,2049.00
Leominster,1,A,663.00,343.00,43.00,9.00,4.00,0.00,15.00,1077.00
Leominster,1,B,614.00,394.00,29.00,14.00,5.00,0.00,8.00,1064.00
Leominster,1,C,355.00,264.00,33.00,11.00,6.00,0.00,6.00,675.00
Leominster,2,A,235.00,247.00,25.00,6.00,0.00,1.00,2.00,516.00
Leominster,2,B,417.00,274.00,32.00,11.00,10.00,1.00,10.00,755.00
Leominster,2,C,180.00,165.00,13.00,8.00,4.00,1.00,4.00,375.00
Leominster,3,A,324.00,262.00,27.00,8.00,4.00,0.00,9.00,634.00
Leominster,3,B,615.00,360.00,33.00,16.00,5.00,0.00,11.00,1040.00
Leominster,3,C,652.00,377.00,42.00,13.00,9.00,0.00,4.00,1097.00
Leominster,4,A,703.00,444.00,41.00,15.00,3.00,0.00,13.00,1219.00
Leominster,4,B,674.00,361.00,41.00,12.00,7.00,1.00,11.00,1107.00
Leominster,4,C,336.00,274.00,26.00,13.00,8.00,0.00,5.00,662.00
Leominster,5,A,376.00,303.00,28.00,15.00,9.00,1.00,6.00,738.00
Leominster,5,B,562.00,406.00,46.00,10.00,7.00,0.00,9.00,1040.00
Leominster,5,C,323.00,250.00,29.00,12.00,6.00,1.00,9.00,630.00
Leverett,-,1,160.00,691.00,42.00,18.00,3.00,1.00,22.00,937.00
Lexington,-,1,444.00,750.00,26.00,2.00,4.00,1.00,8.00,1235.00
Lexington,-,2,538.00,1060.00,39.00,5.00,3.00,0.00,19.00,1664.00
Lexington,-,3,455.00,747.00,30.00,5.00,7.00,0.00,8.00,1252.00
Lexington,-,4,602.00,942.00,30.00,7.00,6.00,0.00,18.00,1605.00
Lexington,-,5,622.00,868.00,31.00,2.00,4.00,1.00,18.00,1546.00
Lexington,-,6,644.00,846.00,28.00,3.00,5.00,0.00,17.00,1543.00
Lexington,-,7,594.00,882.00,34.00,8.00,5.00,1.00,10.00,1534.00
Lexington,-,8,536.00,855.00,27.00,2.00,8.00,0.00,26.00,1454.00
Lexington,-,9,619.00,798.00,26.00,10.00,3.00,1.00,11.00,1468.00
Leyden,-,1,112.00,212.00,34.00,7.00,5.00,0.00,2.00,372.00
Lincoln,-,1,610.00,1063.00,47.00,9.00,4.00,2.00,16.00,1751.00
Lincoln,-,2,439.00,559.00,28.00,2.00,3.00,2.00,5.00,1038.00
Littleton,-,1,758.00,559.00,46.00,8.00,5.00,0.00,14.00,1390.00
Littleton,-,2,772.00,597.00,53.00,9.00,10.00,0.00,13.00,1454.00
Littleton,-,3,659.00,516.00,46.00,10.00,7.00,0.00,14.00,1252.00
Longmeadow,-,A,790.00,594.00,69.00,7.00,16.00,1.00,28.00,1505.00
Longmeadow,-,B,696.00,534.00,78.00,12.00,10.00,1.00,24.00,1355.00
Longmeadow,-,C,876.00,521.00,90.00,21.00,7.00,0.00,21.00,1536.00
Longmeadow,-,D,941.00,458.00,90.00,17.00,14.00,1.00,18.00,1539.00
Longmeadow,-,E,762.00,556.00,63.00,10.00,6.00,1.00,22.00,1420.00
Lowell,1,1,177.00,306.00,13.00,7.00,12.00,0.00,6.00,521.00
Lowell,1,2,876.00,605.00,36.00,8.00,7.00,3.00,14.00,1549.00
Lowell,1,3,721.00,602.00,25.00,5.00,6.00,4.00,17.00,1380.00
Lowell,2,1,75.00,152.00,12.00,3.00,3.00,1.00,15.00,261.00
Lowell,2,2,84.00,321.00,6.00,4.00,6.00,2.00,34.00,457.00
Lowell,2,3,189.00,481.00,31.00,10.00,6.00,2.00,8.00,727.00
Lowell,3,1,245.00,274.00,14.00,7.00,9.00,0.00,20.00,569.00
Lowell,3,2,128.00,219.00,17.00,9.00,5.00,0.00,38.00,416.00
Lowell,3,3,180.00,248.00,21.00,7.00,5.00,0.00,30.00,491.00
Lowell,4,1,237.00,361.00,31.00,8.00,9.00,0.00,39.00,685.00
Lowell,4,2,129.00,202.00,19.00,2.00,4.00,0.00,23.00,379.00
Lowell,4,3,107.00,259.00,12.00,3.00,9.00,2.00,44.00,436.00
Lowell,5,1,310.00,258.00,22.00,12.00,5.00,0.00,7.00,614.00
Lowell,5,2,158.00,228.00,16.00,9.00,10.00,1.00,3.00,425.00
Lowell,5,3,370.00,309.00,22.00,8.00,9.00,2.00,8.00,728.00
Lowell,6,1,417.00,417.00,30.00,10.00,5.00,0.00,9.00,888.00
Lowell,6,2,441.00,409.00,22.00,8.00,3.00,1.00,8.00,892.00
Lowell,6,3,398.00,383.00,33.00,2.00,2.00,0.00,8.00,826.00
Lowell,7,1,148.00,209.00,13.00,5.00,7.00,1.00,17.00,400.00
Lowell,7,2,99.00,302.00,12.00,5.00,5.00,0.00,45.00,468.00
Lowell,7,3,99.00,164.00,9.00,8.00,5.00,0.00,58.00,343.00
Lowell,8,1,222.00,307.00,16.00,2.00,12.00,1.00,21.00,581.00
Lowell,8,2,327.00,352.00,18.00,6.00,5.00,0.00,33.00,741.00
Lowell,8,3,623.00,519.00,40.00,7.00,10.00,2.00,27.00,1228.00
Lowell,9,1,233.00,276.00,19.00,6.00,5.00,1.00,11.00,551.00
Lowell,9,2,379.00,395.00,32.00,6.00,6.00,0.00,10.00,828.00
Lowell,9,3,282.00,261.00,19.00,12.00,5.00,1.00,9.00,589.00
Lowell,10,1,250.00,325.00,19.00,4.00,6.00,3.00,17.00,624.00
Lowell,10,2,107.00,181.00,10.00,9.00,4.00,1.00,10.00,322.00
Lowell,10,3,70.00,183.00,6.00,6.00,4.00,0.00,9.00,278.00
Lowell,11,1,233.00,286.00,13.00,6.00,11.00,3.00,9.00,561.00
Lowell,11,2,383.00,342.00,30.00,7.00,6.00,1.00,9.00,778.00
Lowell,11,3,341.00,342.00,30.00,6.00,5.00,0.00,8.00,732.00
Ludlow,-,1,591.00,410.00,88.00,37.00,7.00,1.00,31.00,1165.00
Ludlow,-,2,357.00,250.00,51.00,32.00,8.00,0.00,26.00,724.00
Ludlow,-,3,765.00,365.00,99.00,36.00,6.00,1.00,23.00,1295.00
Ludlow,-,4,536.00,424.00,85.00,52.00,16.00,2.00,11.00,1126.00
Ludlow,-,5,482.00,302.00,78.00,34.00,8.00,0.00,13.00,917.00
Ludlow,-,6,773.00,446.00,110.00,50.00,15.00,2.00,26.00,1422.00
Lunenburg,-,A,726.00,398.00,30.00,11.00,8.00,0.00,14.00,1187.00
Lunenburg,-,B,562.00,345.00,25.00,10.00,4.00,0.00,11.00,957.00
Lunenburg,-,C,654.00,349.00,33.00,6.00,4.00,0.00,8.00,1054.00
Lunenburg,-,D,635.00,347.00,41.00,18.00,5.00,0.00,6.00,1052.00
Lynn,1,1,849.00,562.00,31.00,7.00,7.00,0.00,17.00,1473.00
Lynn,1,2,761.00,609.00,46.00,8.00,17.00,1.00,30.00,1472.00
Lynn,1,3,552.00,569.00,40.00,8.00,10.00,3.00,23.00,1205.00
Lynn,1,4,462.00,542.00,26.00,12.00,8.00,2.00,13.00,1065.00
Lynn,2,1,637.00,697.00,30.00,4.00,7.00,0.00,20.00,1395.00
Lynn,2,2,241.00,424.00,19.00,6.00,8.00,0.00,11.00,709.00
Lynn,2,3,103.00,333.00,5.00,4.00,3.00,0.00,6.00,454.00
Lynn,2,4,132.00,320.00,8.00,4.00,2.00,1.00,7.00,474.00
Lynn,3,1,358.00,457.00,23.00,8.00,8.00,0.00,9.00,863.00
Lynn,3,2,226.00,360.00,17.00,6.00,12.00,0.00,7.00,628.00
Lynn,3,3,255.00,382.00,13.00,10.00,8.00,1.00,12.00,681.00
Lynn,3,4,261.00,464.00,19.00,6.00,6.00,0.00,17.00,773.00
Lynn,4,1,68.00,226.00,9.00,6.00,1.00,0.00,6.00,316.00
Lynn,4,2,73.00,274.00,2.00,3.00,9.00,0.00,7.00,368.00
Lynn,4,3,154.00,350.00,7.00,4.00,7.00,1.00,13.00,536.00
Lynn,4,4,296.00,480.00,16.00,2.00,8.00,3.00,8.00,813.00
Lynn,5,1,291.00,402.00,19.00,7.00,12.00,3.00,8.00,742.00
Lynn,5,2,56.00,245.00,3.00,2.00,2.00,0.00,9.00,317.00
Lynn,5,3,78.00,238.00,10.00,2.00,3.00,4.00,7.00,342.00
Lynn,5,4,255.00,575.00,16.00,4.00,8.00,0.00,24.00,882.00
Lynn,6,1,190.00,365.00,15.00,3.00,3.00,2.00,9.00,587.00
Lynn,6,2,101.00,204.00,3.00,1.00,2.00,1.00,6.00,318.00
Lynn,6,3,154.00,355.00,4.00,6.00,1.00,0.00,17.00,537.00
Lynn,6,4,131.00,308.00,6.00,4.00,3.00,0.00,7.00,459.00
Lynn,7,1,429.00,621.00,25.00,12.00,14.00,2.00,16.00,1119.00
Lynn,7,2,386.00,543.00,25.00,8.00,3.00,0.00,10.00,975.00
Lynn,7,3,239.00,349.00,19.00,2.00,7.00,0.00,11.00,627.00
Lynn,7,4,282.00,382.00,17.00,5.00,7.00,1.00,8.00,702.00
Lynnfield,-,1,970.00,374.00,21.00,8.00,4.00,0.00,5.00,1382.00
Lynnfield,-,2,832.00,363.00,22.00,3.00,4.00,0.00,10.00,1234.00
Lynnfield,-,3,834.00,365.00,32.00,2.00,3.00,0.00,12.00,1248.00
Lynnfield,-,4,1125.00,343.00,32.00,7.00,7.00,0.00,7.00,1521.00
Malden,1,1,200.00,426.00,18.00,9.00,9.00,3.00,15.00,680.00
Malden,1,2,292.00,535.00,28.00,5.00,13.00,0.00,10.00,883.00
Malden,2,1,292.00,439.00,27.00,1.00,9.00,1.00,17.00,786.00
Malden,2,2,413.00,475.00,24.00,5.00,8.00,2.00,16.00,943.00
Malden,3,1,366.00,537.00,36.00,12.00,9.00,4.00,22.00,986.00
Malden,3,2,526.00,712.00,39.00,8.00,15.00,2.00,19.00,1321.00
Malden,4,1,212.00,389.00,17.00,7.00,5.00,1.00,17.00,648.00
Malden,4,2,147.00,349.00,15.00,5.00,2.00,0.00,19.00,537.00
Malden,5,1,270.00,525.00,26.00,9.00,7.00,2.00,14.00,853.00
Malden,5,2,580.00,661.00,38.00,6.00,6.00,2.00,18.00,1311.00
Malden,6,1,398.00,590.00,18.00,8.00,8.00,3.00,16.00,1041.00
Malden,6,2,394.00,556.00,33.00,9.00,10.00,1.00,23.00,1026.00
Malden,7,1,175.00,454.00,12.00,5.00,6.00,0.00,7.00,659.00
Malden,7,2,251.00,529.00,20.00,8.00,8.00,0.00,12.00,828.00
Malden,8,1,408.00,570.00,30.00,5.00,12.00,2.00,19.00,1046.00
Malden,8,2,298.00,345.00,23.00,1.00,2.00,2.00,6.00,677.00
Manchester-by-the-Sea,-,1,1494.00,1042.00,79.00,13.00,7.00,0.00,28.00,2663.00
Mansfield,-,1,954.00,478.00,41.00,9.00,16.00,2.00,11.00,1511.00
Mansfield,-,2,869.00,514.00,43.00,8.00,11.00,0.00,18.00,1463.00
Mansfield,-,3,1029.00,483.00,41.00,7.00,5.00,0.00,15.00,1580.00
Mansfield,-,4,906.00,427.00,39.00,5.00,6.00,0.00,12.00,1395.00
Mansfield,-,5,577.00,446.00,35.00,12.00,11.00,0.00,15.00,1096.00
Mansfield,-,6,619.00,494.00,45.00,12.00,8.00,1.00,9.00,1188.00
Marblehead,-,1,913.00,731.00,22.00,5.00,4.00,1.00,18.00,1694.00
Marblehead,-,2,877.00,730.00,25.00,8.00,10.00,0.00,13.00,1663.00
Marblehead,-,3,791.00,612.00,32.00,7.00,5.00,0.00,19.00,1466.00
Marblehead,-,4,1071.00,644.00,31.00,5.00,5.00,0.00,13.00,1769.00
Marblehead,-,5,897.00,643.00,27.00,8.00,1.00,0.00,11.00,1587.00
Marblehead,-,6,981.00,597.00,34.00,6.00,6.00,0.00,17.00,1641.00
Marion,-,1,1293.00,925.00,65.00,20.00,12.00,2.00,11.00,2328.00
Marlborough,1,1,375.00,373.00,15.00,4.00,3.00,0.00,8.00,778.00
Marlborough,1,2,750.00,449.00,28.00,8.00,4.00,1.00,10.00,1250.00
Marlborough,2,1,529.00,430.00,29.00,8.00,5.00,1.00,16.00,1018.00
Marlborough,2,2,378.00,329.00,28.00,10.00,4.00,0.00,5.00,754.00
Marlborough,3,1,231.00,249.00,15.00,13.00,9.00,0.00,7.00,524.00
Marlborough,3,2,552.00,423.00,27.00,10.00,3.00,0.00,5.00,1020.00
Marlborough,4,1,234.00,201.00,12.00,5.00,2.00,0.00,6.00,460.00
Marlborough,4,2,607.00,458.00,34.00,18.00,11.00,0.00,9.00,1137.00
Marlborough,5,1,205.00,273.00,25.00,5.00,5.00,0.00,11.00,524.00
Marlborough,5,2,433.00,379.00,42.00,4.00,13.00,0.00,15.00,886.00
Marlborough,6,1,312.00,272.00,21.00,8.00,3.00,0.00,8.00,624.00
Marlborough,6,2,578.00,442.00,43.00,6.00,9.00,1.00,12.00,1091.00
Marlborough,7,1,382.00,359.00,25.00,7.00,10.00,0.00,6.00,789.00
Marlborough,7,2,472.00,302.00,14.00,12.00,6.00,0.00,12.00,818.00
Marshfield,-,1,895.00,577.00,70.00,12.00,7.00,0.00,14.00,1575.00
Marshfield,-,2,1077.00,530.00,43.00,13.00,12.00,1.00,10.00,1686.00
Marshfield,-,3,860.00,576.00,52.00,8.00,10.00,0.00,18.00,1524.00
Marshfield,-,4,914.00,515.00,37.00,5.00,9.00,0.00,4.00,1484.00
Marshfield,-,5,869.00,465.00,40.00,9.00,7.00,0.00,8.00,1398.00
Marshfield,-,6,1144.00,599.00,41.00,5.00,5.00,1.00,10.00,1805.00
Marshfield,-,7,1095.00,515.00,35.00,6.00,10.00,0.00,12.00,1673.00
Mashpee,-,1,752.00,593.00,34.00,6.00,9.00,0.00,12.00,1406.00
Mashpee,-,2,641.00,428.00,23.00,2.00,12.00,0.00,6.00,1112.00
Mashpee,-,3,526.00,351.00,26.00,4.00,6.00,1.00,9.00,923.00
Mashpee,-,4,552.00,432.00,20.00,6.00,6.00,1.00,10.00,1027.00
Mashpee,-,5,1010.00,496.00,39.00,4.00,7.00,1.00,10.00,1567.00
Mattapoisett,-,1,1638.00,1185.00,83.00,33.00,32.00,1.00,53.00,3025.00
Maynard,-,1,504.00,558.00,43.00,12.00,11.00,0.00,10.00,1138.00
Maynard,-,2,444.00,559.00,46.00,6.00,9.00,1.00,4.00,1069.00
Maynard,-,3,474.00,556.00,35.00,8.00,9.00,0.00,8.00,1090.00
Maynard,-,4,436.00,513.00,33.00,11.00,11.00,3.00,11.00,1018.00
Medfield,-,1,811.00,462.00,41.00,5.00,5.00,1.00,17.00,1342.00
Medfield,-,2,910.00,427.00,34.00,7.00,5.00,0.00,13.00,1396.00
Medfield,-,3,911.00,454.00,36.00,6.00,6.00,0.00,10.00,1423.00
Medfield,-,4,847.00,443.00,29.00,15.00,7.00,2.00,18.00,1361.00
Medford,1,1,421.00,641.00,37.00,5.00,13.00,2.00,22.00,1141.00
Medford,1,2,448.00,697.00,42.00,5.00,9.00,3.00,12.00,1216.00
Medford,2,1,528.00,641.00,26.00,6.00,10.00,1.00,18.00,1230.00
Medford,2,2,638.00,759.00,45.00,12.00,9.00,1.00,12.00,1476.00
Medford,3,1,637.00,791.00,57.00,12.00,9.00,3.00,11.00,1520.00
Medford,3,2,718.00,859.00,43.00,9.00,15.00,3.00,16.00,1663.00
Medford,4,1,185.00,478.00,23.00,4.00,4.00,1.00,7.00,702.00
Medford,4,2,407.00,863.00,45.00,10.00,16.00,0.00,24.00,1365.00
Medford,5,1,349.00,626.00,42.00,4.00,8.00,2.00,14.00,1045.00
Medford,5,2,221.00,640.00,38.00,5.00,5.00,2.00,16.00,927.00
Medford,6,1,376.00,1174.00,40.00,8.00,11.00,2.00,17.00,1628.00
Medford,6,2,539.00,870.00,36.00,9.00,8.00,3.00,15.00,1480.00
Medford,7,1,202.00,424.00,13.00,5.00,2.00,2.00,6.00,654.00
Medford,7,2,394.00,507.00,22.00,1.00,6.00,1.00,10.00,941.00
Medford,8,1,540.00,808.00,35.00,12.00,15.00,0.00,12.00,1422.00
Medford,8,2,399.00,675.00,40.00,5.00,9.00,1.00,13.00,1142.00
Medway,-,1,826.00,381.00,30.00,7.00,6.00,1.00,9.00,1260.00
Medway,-,2,769.00,451.00,44.00,10.00,6.00,2.00,7.00,1289.00
Medway,-,3,714.00,517.00,37.00,6.00,9.00,1.00,7.00,1291.00
Medway,-,4,835.00,495.00,39.00,8.00,5.00,1.00,10.00,1393.00
Melrose,1,1,419.00,520.00,30.00,3.00,1.00,2.00,10.00,985.00
Melrose,1,2,358.00,437.00,26.00,6.00,4.00,3.00,4.00,838.00
Melrose,2,1,534.00,416.00,28.00,3.00,2.00,0.00,6.00,989.00
Melrose,2,2,384.00,435.00,25.00,2.00,0.00,2.00,6.00,854.00
Melrose,3,1,364.00,469.00,28.00,6.00,4.00,1.00,11.00,883.00
Melrose,3,2,304.00,399.00,26.00,4.00,2.00,0.00,6.00,741.00
Melrose,4,1,314.00,409.00,15.00,6.00,4.00,1.00,10.00,759.00
Melrose,4,2,622.00,331.00,32.00,3.00,2.00,0.00,8.00,998.00
Melrose,5,1,273.00,393.00,23.00,4.00,3.00,0.00,8.00,704.00
Melrose,5,2,343.00,341.00,26.00,3.00,6.00,0.00,6.00,725.00
Melrose,6,1,300.00,412.00,20.00,7.00,4.00,3.00,12.00,758.00
Melrose,6,2,464.00,381.00,30.00,2.00,5.00,0.00,8.00,890.00
Melrose,7,1,378.00,363.00,38.00,4.00,3.00,1.00,6.00,793.00
Melrose,7,2,463.00,403.00,35.00,0.00,2.00,5.00,7.00,915.00
Mendon,-,1,1589.00,739.00,71.00,23.00,20.00,1.00,40.00,2483.00
Merrimac,-,1,712.00,529.00,42.00,9.00,6.00,3.00,18.00,1319.00
Merrimac,-,2,754.00,497.00,46.00,10.00,11.00,1.00,4.00,1323.00
Methuen,-,1,679.00,464.00,20.00,9.00,12.00,0.00,11.00,1195.00
Methuen,-,2,128.00,366.00,7.00,4.00,5.00,0.00,5.00,515.00
Methuen,-,3,640.00,442.00,35.00,15.00,9.00,2.00,17.00,1160.00
Methuen,-,4,610.00,505.00,26.00,9.00,12.00,0.00,14.00,1176.00
Methuen,-,5,416.00,395.00,25.00,6.00,7.00,0.00,14.00,863.00
Methuen,-,6,598.00,498.00,26.00,9.00,9.00,2.00,8.00,1150.00
Methuen,-,7,754.00,485.00,29.00,5.00,13.00,0.00,21.00,1307.00
Methuen,-,8,1120.00,485.00,41.00,9.00,14.00,1.00,17.00,1687.00
Methuen,-,9,933.00,412.00,26.00,13.00,2.00,0.00,7.00,1393.00
Methuen,-,10,646.00,450.00,26.00,13.00,5.00,2.00,13.00,1155.00
Methuen,-,11,997.00,524.00,27.00,13.00,11.00,0.00,21.00,1593.00
Methuen,-,12,751.00,371.00,19.00,13.00,6.00,1.00,14.00,1175.00
Middleborough,-,1,1222.00,647.00,83.00,14.00,13.00,0.00,36.00,2015.00
Middleborough,-,2,606.00,366.00,35.00,11.00,9.00,0.00,21.00,1048.00
Middleborough,-,3,873.00,435.00,55.00,14.00,15.00,0.00,16.00,1408.00
Middleborough,-,4,561.00,324.00,46.00,11.00,10.00,2.00,22.00,976.00
Middleborough,-,5,935.00,454.00,50.00,18.00,6.00,2.00,20.00,1485.00
Middleborough,-,6,715.00,370.00,54.00,18.00,19.00,1.00,18.00,1195.00
Middlefield,-,1,77.00,101.00,31.00,5.00,3.00,0.00,1.00,218.00
Middleton,-,1,1147.00,472.00,53.00,5.00,10.00,0.00,24.00,1711.00
Middleton,-,2,1096.00,548.00,45.00,11.00,7.00,0.00,18.00,1725.00
Milford,-,1,366.00,345.00,22.00,2.00,8.00,0.00,23.00,766.00
Milford,-,2,552.00,462.00,32.00,15.00,13.00,3.00,15.00,1092.00
Milford,-,3,598.00,373.00,27.00,7.00,8.00,2.00,13.00,1028.00
Milford,-,4,396.00,397.00,38.00,13.00,10.00,2.00,26.00,882.00
Milford,-,5,948.00,560.00,49.00,8.00,6.00,1.00,26.00,1598.00
Milford,-,6,639.00,474.00,40.00,6.00,7.00,0.00,18.00,1184.00
Milford,-,7,857.00,464.00,28.00,3.00,7.00,1.00,16.00,1376.00
Milford,-,8,724.00,526.00,36.00,10.00,8.00,5.00,30.00,1339.00
Millbury,-,1,671.00,381.00,36.00,11.00,9.00,1.00,11.00,1120.00
Millbury,-,2,953.00,488.00,46.00,8.00,8.00,1.00,6.00,1510.00
Millbury,-,3,708.00,366.00,35.00,13.00,8.00,1.00,11.00,1142.00
Millbury,-,4,573.00,373.00,31.00,8.00,10.00,2.00,9.00,1006.00
Millis,-,1,656.00,462.00,33.00,6.00,10.00,0.00,13.00,1180.00
Millis,-,2,702.00,417.00,35.00,9.00,3.00,0.00,14.00,1180.00
Millis,-,3,689.00,418.00,38.00,6.00,8.00,0.00,9.00,1168.00
Millville,-,1,646.00,312.00,31.00,16.00,19.00,0.00,15.00,1039.00
Milton,-,1,292.00,746.00,21.00,7.00,3.00,0.00,12.00,1081.00
Milton,-,2,466.00,742.00,27.00,5.00,6.00,2.00,12.00,1260.00
Milton,-,3,697.00,571.00,28.00,4.00,7.00,1.00,9.00,1317.00
Milton,-,4,478.00,647.00,24.00,5.00,4.00,2.00,12.00,1172.00
Milton,-,5,507.00,447.00,19.00,0.00,2.00,0.00,6.00,981.00
Milton,-,6,789.00,524.00,21.00,2.00,5.00,0.00,7.00,1348.00
Milton,-,7,648.00,469.00,31.00,7.00,8.00,1.00,11.00,1175.00
Milton,-,8,762.00,521.00,28.00,4.00,1.00,1.00,10.00,1327.00
Milton,-,9,864.00,453.00,18.00,2.00,9.00,0.00,11.00,1357.00
Milton,-,10,247.00,528.00,26.00,4.00,2.00,1.00,10.00,818.00
Monroe,-,1,20.00,11.00,2.00,3.00,0.00,0.00,0.00,36.00
Monson,-,A,537.00,311.00,94.00,12.00,11.00,1.00,13.00,979.00
Monson,-,B,556.00,304.00,87.00,20.00,14.00,1.00,25.00,1007.00
Monson,-,C,586.00,323.00,67.00,18.00,9.00,1.00,15.00,1019.00
Montague,-,1,153.00,510.00,39.00,12.00,8.00,0.00,7.00,729.00
Montague,-,2,162.00,273.00,45.00,10.00,6.00,0.00,12.00,508.00
Montague,-,3,194.00,248.00,46.00,13.00,5.00,0.00,10.00,516.00
Montague,-,4,186.00,287.00,32.00,15.00,8.00,1.00,11.00,540.00
Montague,-,5,68.00,205.00,20.00,5.00,1.00,0.00,3.00,302.00
Montague,-,6,153.00,243.00,34.00,9.00,7.00,0.00,7.00,453.00
Monterey,-,1,81.00,268.00,3.00,3.00,1.00,1.00,10.00,367.00
Montgomery,-,1,234.00,106.00,36.00,6.00,3.00,0.00,9.00,394.00
Mount Washington,-,1,29.00,42.00,2.00,0.00,2.00,0.00,1.00,76.00
Nahant,-,1,978.00,839.00,42.00,7.00,11.00,0.00,9.00,1886.00
Nantucket,-,1,1717.00,1817.00,92.00,24.00,29.00,1.00,44.00,3724.00
Natick,-,1,322.00,390.00,22.00,4.00,4.00,0.00,12.00,754.00
Natick,-,2,711.00,662.00,45.00,10.00,14.00,2.00,12.00,1456.00
Natick,-,3,732.00,679.00,39.00,10.00,4.00,1.00,12.00,1477.00
Natick,-,4,531.00,612.00,39.00,4.00,10.00,0.00,11.00,1207.00
Natick,-,5,728.00,639.00,42.00,9.00,10.00,0.00,11.00,1439.00
Natick,-,6,631.00,643.00,44.00,10.00,10.00,0.00,20.00,1358.00
Natick,-,7,652.00,720.00,41.00,2.00,9.00,2.00,12.00,1438.00
Natick,-,8,612.00,707.00,58.00,10.00,12.00,0.00,13.00,1412.00
Natick,-,9,599.00,696.00,47.00,7.00,8.00,0.00,10.00,1367.00
Natick,-,10,940.00,775.00,34.00,7.00,6.00,0.00,10.00,1772.00
Needham,-,A,546.00,554.00,48.00,2.00,9.00,1.00,17.00,1177.00
Needham,-,B,673.00,603.00,20.00,2.00,5.00,0.00,13.00,1316.00
Needham,-,C,722.00,571.00,23.00,6.00,6.00,0.00,8.00,1336.00
Needham,-,D,659.00,601.00,25.00,3.00,2.00,0.00,11.00,1301.00
Needham,-,E,714.00,623.00,32.00,1.00,7.00,0.00,13.00,1390.00
Needham,-,F,595.00,658.00,30.00,9.00,4.00,1.00,10.00,1307.00
Needham,-,G,719.00,677.00,38.00,5.00,4.00,3.00,22.00,1468.00
Needham,-,H,718.00,625.00,35.00,6.00,5.00,3.00,13.00,1405.00
Needham,-,I,657.00,677.00,32.00,2.00,3.00,1.00,8.00,1380.00
Needham,-,J,625.00,658.00,30.00,3.00,5.00,1.00,9.00,1331.00
New Ashford,-,1,25.00,79.00,1.00,1.00,2.00,0.00,0.00,108.00
New Bedford,1,A,338.00,440.00,15.00,15.00,6.00,4.00,11.00,829.00
New Bedford,1,B,249.00,369.00,9.00,21.00,7.00,0.00,21.00,676.00
New Bedford,1,C,253.00,377.00,17.00,23.00,7.00,0.00,20.00,697.00
New Bedford,1,D,305.00,356.00,21.00,20.00,12.00,0.00,13.00,727.00
New Bedford,1,E,233.00,317.00,15.00,13.00,6.00,0.00,17.00,601.00
New Bedford,1,F,287.00,384.00,19.00,14.00,6.00,0.00,19.00,729.00
New Bedford,2,A,28.00,90.00,1.00,5.00,3.00,1.00,2.00,130.00
New Bedford,2,B,90.00,210.00,8.00,13.00,2.00,0.00,16.00,339.00
New Bedford,2,C,91.00,170.00,7.00,11.00,4.00,0.00,9.00,292.00
New Bedford,2,D,158.00,239.00,3.00,14.00,2.00,0.00,17.00,433.00
New Bedford,2,E,182.00,306.00,16.00,28.00,5.00,0.00,9.00,546.00
New Bedford,2,F,176.00,304.00,6.00,13.00,6.00,0.00,14.00,519.00
New Bedford,3,A,50.00,110.00,7.00,3.00,0.00,0.00,4.00,174.00
New Bedford,3,B,66.00,172.00,4.00,9.00,4.00,1.00,10.00,266.00
New Bedford,3,C,82.00,218.00,8.00,13.00,5.00,0.00,15.00,341.00
New Bedford,3,D,125.00,290.00,7.00,13.00,5.00,0.00,6.00,446.00
New Bedford,3,E,197.00,409.00,15.00,17.00,8.00,1.00,10.00,657.00
New Bedford,3,F,202.00,351.00,15.00,12.00,5.00,0.00,15.00,600.00
New Bedford,4,A,45.00,253.00,5.00,7.00,1.00,1.00,19.00,331.00
New Bedford,4,B,103.00,357.00,14.00,16.00,4.00,1.00,16.00,511.00
New Bedford,4,C,111.00,405.00,17.00,13.00,9.00,0.00,10.00,565.00
New Bedford,4,D,92.00,308.00,20.00,17.00,3.00,0.00,11.00,451.00
New Bedford,4,E,146.00,279.00,10.00,15.00,1.00,1.00,9.00,461.00
